name,username,tweet_text,likes_count,retweets_count,comment_count,comment_1,comment_2,comment_3,comment_4,comment_5,views_count,tweet_category,category_1,category_2,category_3,category_4,category_5
Caleb Green,@calebgreen,Let's remember that diversity is our strength. Embrace inclusivity in politics for a brighter future. 🌍🤝 #InclusivePolitics,63,41,19,Diverse voices enrich our democracy.,Inclusivity builds stronger nations.,Every person's perspective matters.,Politics should reflect our diversity.,Support underrepresented voices.,8300,,,,,,
Aria Clark,@ariaclark,Transparency in government is essential. Let's advocate for open governance and accountability. 🏛️🔍 #TransparencyMatters,67,45,21,Accountability upholds trust.,Transparency strengthens democracy.,Open government is a right.,Citizens deserve information access.,Support investigative journalism.,8400,,,,,,
Elena Lopez,@elenalopez,It's important to vote not just for ourselves but for the future of our children and grandchildren. 🗳️👨‍👩‍👧‍👦 #VoteForTheFuture,60,40,20,Our votes shape the world they inherit.,Voting is an act of love for the next generation.,Protect their rights and opportunities.,Teach them the value of civic engagement.,Every vote is an investment in their future.,8500,,,,,,
Zara Adams,@zaraadams,Youth involvement in politics is vital. Let's empower the next generation to shape the world they want to live in. 🌟👩‍👧‍👦 #YouthInPolitics,72,48,24,Youth are the future change-makers.,Their ideas drive progress.,Let's listen to their concerns.,Empower them to be active citizens.,Youth are the agents of change.,7500,,,,,,
Liam Walker,@liamwalker,Justice and fairness should be at the core of our political systems. Let's advocate for a just society. ⚖️🤝 #JusticeForAll,65,42,21,Fairness strengthens communities.,Equal rights are non-negotiable.,Justice is a human right.,Stand against injustice.,Advocate for the marginalized.,7600,,,,,,
Sophie Turner,@sophieturner,Political debates are essential for a thriving democracy. Let's engage in constructive discussions. 🗳️📢,55,32,15,Civil discourse is vital for progress.,Listening to diverse opinions is enlightening.,Our voices shape the future.,Let's focus on the issues that matter.,Vote with knowledge and conviction.,8800,,,,,,
Ella Turner,@ellaturner,The ongoing political debates in the UK are causing quite a stir. 🇬🇧 What's your take on it?,48,22,14,This is getting interesting.,I'm staying informed.,The UK needs change.,It's a crucial time.,I'm worried about the future.,8900,,,,,,
Samir Khan,@samirkhan,"USApolitics is like a never-ending drama. 🇺🇸 So much talk, but where's the action?",29,15,12,"It's all talk, no action.",Our politicians need a reality check.,I'm disillusioned.,This is exhausting.,I'm losing faith.,9000,,,,,,
Nina Patel,@ninapatel,Indiapolitics is always a topic of conversation. 🇮🇳 A mix of hope and skepticism.,45,30,16,India's potential is immense.,We need visionary leaders.,I hope they fulfill promises.,We must address corruption.,I believe in our democracy.,9100,,,,,,
Oliver Davis,@oliverdavis,"Pakistani elections are approaching, and the competition is fierce. 🇵🇰 Who do you think will come out on top?",37,20,10,Election season is here!,I'm watching the debates.,I'm excited to cast my vote.,We must choose wisely.,Political ads everywhere.,9200,,,,,,
Layla Ahmed,@laylaahmed,The UAE continues to make remarkable progress. 🇦🇪 Our leaders are setting the bar high!,59,29,15,I'm proud of our nation's achievements.,The UAE is a model of development.,Leadership matters.,I'm inspired by our rulers.,We stand strong together.,9300,,,,,,
Rami Nassar,@raminassar,"Despite challenges, Saudi Arabia stands strong and resilient. 🇸🇦 We'll overcome this.",42,19,18,We're stronger than the challenges.,Resilience is in our DNA.,We're united in adversity.,I'm hopeful for better days.,Our government has our back.,9400,,,,,,
Ella Goldstein,@ellagoldstein,"The Israel-Palestine conflict has deep roots. 🇮🇱🇵🇸 Peace remains elusive, but hope persists.",23,11,8,This issue requires global attention.,I pray for a peaceful resolution.,Our hearts go out to those affected.,Understanding is crucial.,A complex situation.,9500,,,,,,
Nathan White,@nathanwhite,UKpolitics has seen some major policy changes recently. 🇬🇧 The impact is a mixed bag.,44,28,14,The changes are promising.,I'm optimistic about our future.,It's a time of transition.,We need consistency.,I have concerns about this.,9600,,,,,,
Emily Martinez,@emilymartinez,USApolitics faces multiple crises – a challenging time for everyone. 🇺🇸,61,33,22,We must address these issues head-on.,Our nation needs unity.,I'm hopeful for change.,Let's find common ground.,It's a turbulent period.,9700,,,,,,
Aryan Verma,@aryanverma,"India is grappling with healthcare challenges, but resilience shines through. 🇮🇳",76,23,26,Our healthcare system needs support.,"People are suffering, but we'll persevere.",It's a wake-up call for our nation.,We must work together.,I'm hopeful for solutions.,9800,,,,,,
Sophie Turner,@sophieturner,Political debates are essential for a thriving democracy. Let's engage in constructive discussions. 🗳️📢,55,32,15,Civil discourse is vital for progress.,Listening to diverse opinions is enlightening.,Our voices shape the future.,Let's focus on the issues that matter.,Vote with knowledge and conviction.,3800,,,,,,
John Anderson,@johnanderson,Discussing the role of government in addressing climate change. We need policies that protect our planet. 🌍🌱,42,19,12,Climate action is a priority!,We can't wait any longer.,The Earth needs our help.,Let's hold our leaders accountable.,I support green initiatives.,2200,,,,,,
Sarah Lewis,@sarahlewis,Analyzing the economic policies of our government. Are they benefitting the average citizen? 💼💵,35,17,9,We need policies that favor workers.,Economic equality is essential.,Transparency in economic decisions is vital.,Let's empower small businesses.,I'm concerned about rising costs.,1700,,,,,,
Aiden Brown,@aidenbrown,Education is the foundation of progress. Let's invest in quality education for all. 📚✏️,48,25,14,Quality education is a right.,Investing in our future leaders.,We must support our teachers.,Equal opportunities for every child.,Education opens doors.,2500,,,,,,
Lena Patel,@lenapatel,Discussing healthcare reforms. Access to quality healthcare is a fundamental right. 🏥💉,55,30,17,Universal healthcare is the goal.,Prioritize mental health services.,Access to affordable medications.,Support healthcare workers.,I'm worried about insurance costs.,3200,,,,,,
David Lee,@davidlee,Debating the state of national security. Our safety is a top priority. 🛡️🇺🇸,38,22,11,Strong defense keeps us safe.,National security is non-negotiable.,Support our troops.,Address cybersecurity threats.,I'm concerned about global conflicts.,1900,,,,,,
Emma White,@emmawhite,Discussing immigration policies. Let's find humane solutions and respect diversity. 🌎🤝,43,20,10,Welcoming refugees is a moral duty.,Support pathways to citizenship.,Human rights for all.,I'm worried about border control.,Celebrate our multicultural society.,2000,,,,,,
Olivia Smith,@oliviasmith,The economy is a lifeline. Discussing job creation and economic growth. 💼💰,36,19,12,Jobs support families and communities.,Invest in small businesses.,Economic stability is key.,Income inequality is a concern.,Vote for economic prosperity.,2200,,,,,,
Daniel Johnson,@danieljohnson,"The environment is our legacy. Let's discuss climate change, conservation, and protecting our planet. 🌍🌿",47,25,14,Conservation is a shared responsibility.,Act now to combat climate change.,Protect endangered species.,Promote sustainable living.,Vote for a greener future.,2400,,,,,,
Liam Williams,@liamwilliams,"The state of education affects our future. Discussing funding, access, and quality of education. 🎓📖",49,28,15,Invest in our children's future.,Quality education for all.,Teachers are our heroes.,Access to affordable education.,Vote for educational excellence.,2600,,,,,,
Sophia Hall,@sophiahall,Our healthcare system needs attention. Discussing healthcare accessibility and affordability. 🏥💊,51,29,16,Healthcare is a human right.,Universal healthcare is achievable.,Medication costs are too high.,Support healthcare workers.,Vote for a healthier nation.,2800,,,,,,
Ava Davis,@avadavis,"National security is paramount. Discussing defense, preparedness, and global relations. 🇺🇸🛡️",54,32,19,Safety is a shared responsibility.,Support our military and veterans.,Strong national defense is crucial.,Promote diplomacy and peace.,Vote for a secure future.,3000,,,,,,
Grace Johnson,@gracejohnson,"Immigration policies shape our diversity. Discussing inclusivity, pathways to citizenship, and global unity. 🌎🤝",46,27,18,Diversity is our strength.,Immigrants contribute to our nation.,Pathways to citizenship are vital.,Respect human rights for all.,Vote for compassionate immigration laws.,3200,,,,,,
Jack Martin,@jackmartin,"Economic growth benefits all. Discussing job creation, financial stability, and wealth equality. 💼💰",40,21,12,Jobs support families and communities.,Invest in small businesses.,Income equality is our goal.,Sustainable growth is key.,Vote for economic prosperity.,2500,,,,,,
Emily Patel,@emilypatel,"Our environment is at risk. Discussing climate change, conservation, and sustainable living. 🌍🌿",49,27,13,Conservation is our responsibility.,Climate action is urgent.,Preserve our natural wonders.,Sustainability is the way forward.,Vote for a greener Earth.,2800,,,,,,
Aiden Smith,@aidensmith,Freedom of the press is a pillar of democracy. Let's support journalism and transparency. 📰🗽,57,30,14,A free press holds power accountable.,Transparency is essential for trust.,Support investigative journalism.,Journalists are defenders of truth.,Vote for press freedom.,3200,,,,,,
Oliver Davis,@oliverdavis,The power of diplomacy in international relations. Let's promote peace and global cooperation. 🤝🌍,55,29,17,Diplomacy prevents conflicts.,Peace is a collective responsibility.,Support international organizations.,Negotiation over confrontation.,Vote for peaceful solutions.,3500,,,,,,
Nina Patel,@ninapatel,Democracy is a collective commitment. Let's engage in civic participation and exercise our right to vote. 🗳️🇺🇸,52,28,15,Voting is a fundamental right.,Civic engagement strengthens democracy.,Elections shape our future.,Every vote makes a difference.,Vote for the change you seek.,3800,,,,,,
James Wilson,@jameswilson,The importance of equal representation in government. Let's strive for diversity and inclusivity. 🏛️🌟,59,33,19,Diverse voices reflect our society.,Inclusivity strengthens decision-making.,Support underrepresented candidates.,Equality is the bedrock of democracy.,Vote for diverse leadership.,4000,,,,,,
Sarah Lewis,@sarahlewis,Discussing government transparency and accountability. Let's ensure our leaders serve the people. 🏛️🔍,48,31,16,Transparency builds trust.,Accountability keeps power in check.,Support anti-corruption efforts.,Citizen oversight is crucial.,Vote for leaders who are accountable.,4200,,,,,,
Lucas Walker,@lucaswalker,National unity in times of crisis. Let's come together to overcome challenges. 🇺🇸🤝,44,27,18,Unity is our greatest strength.,"Together, we can face any crisis.",Support for fellow citizens in need.,Empathy during trying times.,Vote for leadership that unites.,4400,,,,,,
